hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
31	L4_comentario	pair	2%	2%	divergent	Divergente	Hier ist der Platz des Herzens erreicht. Die Anregung, die von hier ausgeht, ist am wichtigsten. Besonders ist darauf zu achten, daß der Ein…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 31 SECONDS VISIT HTTPS://MYMEMOR…	Here the place of the heart is reached. The impulse that springs from this source is the most important of all. It is of particular concern …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
32	L4_comentario	pair	0%	0%	divergent	Divergente	Wenn man auf der Jagd zu Schuß kommen will, so muß man es auf die rechte Weise anfangen. Wenn man dauernd dem Wild an einem Orte nachstellt,…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 30 SECONDS VISIT HTTPS://MYMEMOR…	If we are in pursuit of game and want to get a shot at a quarry, we must set about it in the right way. A man who persists in stalking game …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
33	L4_comentario	pair	2%	2%	divergent	Divergente	Beim Rückzug handelt es sich für den höheren Menschen darum, daß er in aller Freundlichkeit und gerne Abschied nimmt. Der Rückzug fällt ihm …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 30 SECONDS VISIT HTTPS://MYMEMOR…	In retreating the superior man is intent on taking his departure willingly and in all friendliness. He easily adjusts his mind to retreat, b…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
34	L4_comentario	pair	3%	4%	divergent	Divergente	Die Macht beruht auf der Achse eines großen Wagens. Wenn man beharrlich und still fortarbeitet an der Beseitigung der Widerstände, dann geli…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 30 SECONDS VISIT HTTPS://MYMEMOR…	If a man goes on quietly and perseveringly working at the removal of resistances, success comes in the end. The obstructions give way and al…	Primera línea poco alineada (Jaccard 4%). | Solapamiento léxico bajo MT↔Baynes (3%).
35	L4_comentario	pair	2%	2%	divergent	Divergente	In Zeiten des Fortschritts ist es für starke Menschen leicht, wenn sie an unrichtiger Stelle sind, sich vieles zusammenzuscharren. Aber ein …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 29 SECONDS VISIT HTTPS://MYMEMOR…	In times of progress it is easy for strong men in the wrong places to amass great possessions. But such conduct shuns the light. And since t…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
36	L4_comentario	pair	0%	0%	divergent	Divergente	Man befindet sich in der Nähe des Hauptes der Finsternis und erfährt so seine geheimsten Gedanken. Auf diese Weise erkennt man, daß Besserun…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 29 SECONDS VISIT HTTPS://MYMEMOR…	We find ourselves close to the commander of darkness and so discover his most secret thoughts. In this way we realize that there is no longe…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
37	L4_comentario	pair	0%	0%	divergent	Divergente	Die Hausfrau ist es, von der der Wohlstand der Familie abhängt. Wohlstand herrscht immer dann, wenn Ausgaben und Einnahmen zueinander in ges…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 29 SECONDS VISIT HTTPS://MYMEMOR…	It is upon the woman of the house that the well-being of the family depends. Well-being prevails when expenditures and income are soundly ba…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
38	L4_comentario	pair	3%	3%	divergent	Divergente	Wenn man in einer Gesellschaft ist, von der man durch einen inneren Gegensatz getrennt ist, so kommt man in Vereinsamung. Aber wenn man in s…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 28 SECONDS VISIT HTTPS://MYMEMOR…	If a man finds himself in a company of people from whom he is separated by an inner opposition, he becomes isolated. But if in such a situat…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
39	L4_comentario	pair	1%	1%	divergent	Divergente	Auch hier ist eine Lage gezeichnet, der man allein nicht gewachsen ist. In solchem Fall ist der gerade Weg nicht der kürzeste. Wollte man au…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 28 SECONDS VISIT HTTPS://MYMEMOR…	This too describes a situation that cannot be managed singlehanded. In such a case the direct way is not the shortest. If a person were to f…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
40	L4_comentario	pair	2%	2%	divergent	Divergente	Zu Zeiten des Stillstandes kommt es vor, daß gemeine Menschen sich einem höheren Menschen anschließen und durch tägliche Gewohnheit mit ihm …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 28 SECONDS VISIT HTTPS://MYMEMOR…	In times of standstill it will happen that inferior people attach themselves to a superior man, and through force of daily habit they may gr…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
41	L4_comentario	pair	2%	2%	divergent	Divergente	Oft hindern unsere Fehler selbst wohlgesinnte Menschen, uns näherzutreten. Diese Fehler werden oft verstärkt und schlimmer gemacht durch die…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	A man's faults often prevent even well-disposed people from coming closer to him. His faults are sometimes reinforced by the environment in …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
42	L4_comentario	pair	3%	3%	divergent	Divergente	Es ist von Wichtigkeit, daß es Menschen gibt, die zwischen Führern und Geführten vermitteln. Das müssen selbstlose Persönlichkeiten sein, na…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	It is important that there should be men who mediate between leaders and followers. These should be disinterested people, especially in time…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
43	L4_comentario	pair	3%	3%	divergent	Divergente	Man leidet an innerer Unruhe, so daß man nicht auf seinem Platz beharren kann. Man möchte unter allen Umständen voran und findet dabei unübe…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	Here a man is suffering from inner restlessness and cannot abide in his place. He would like to push forward under any circumstances, but en…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
44	L4_comentario	pair	0%	0%	divergent	Divergente	Die kleinen Leute muß man dulden, damit sie einem wohlgesinnt bleiben. Dann kann man sie auch benutzen, wenn man sie einmal braucht. Wenn ma…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	Insignificant people must be tolerated in order to keep them well disposed. Then we can make use of them if we should need them. If we becom…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
45	L4_comentario	pair	2%	2%	divergent	Divergente	Es ist hier ein Mann gezeichnet, der im Namen seines Herrn die Menschen um sich sammelt. Da er keine Sondervorteile für sich erstrebt, sonde…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	This describes a man who gathers people around him in the name of his ruler. Since he is not striving for any special advantages for himself…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
46	L4_comentario	pair	0%	0%	divergent	Divergente	Der Berg Ki ist im Westen Chinas, dem Stammlande des Königs Wen, von dessen Sohne, dem Herzog von Dschou, die Worte zu den Einzellinien beig…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	Mount Ch'i is in western China, the homeland of King Wên, whose son, the Duke of Chou, added the words to the individual lines. The pronounc…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
47	L4_comentario	pair	0%	0%	divergent	Divergente	Ein wohlhabender Mann sieht die Not der Unteren und möchte auch ganz gerne helfen. Doch greift er nicht rasch und energisch zu, wo es nötig …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	A well-to-do man sees the need of the lower classes and would like very much to be of help. But instead of proceeding with speed and energy …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
48	L4_comentario	pair	6%	6%	divergent	Divergente	Wenn der Brunnen ausgemauert wird, so kann man ihn zwar solange nicht benützen, aber die Arbeit ist nicht vergebens; sie bewirkt, daß das Wa…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	True, if a well is being lined with stone, it cannot be used while the work is going on. But the work is not in vain; the result is that the…	Primera línea poco alineada (Jaccard 6%). | Solapamiento léxico bajo MT↔Baynes (6%).
49	L4_comentario	pair	1%	1%	divergent	Divergente	Grundstürzende Änderungen erfordern die nötige Autorität. Sowohl die innere Charakterstärke muß da sein als auch die einflußreiche Stellung.…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	Radical changes require adequate authority. A man must have inner strength as well as influential position. What he does must correspond wit…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
50	L4_comentario	pair	1%	2%	divergent	Divergente	Man hat eine schwere, verantwortungsvolle Aufgabe, deren Erfüllung man nicht gewachsen ist. Da man zudem sich dieser Aufgabe nicht mit volle…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	A man has a difficult and responsible task to which he is not adequate. Moreover, he does not devote himself to it with all his strength but…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (1%).
51	L4_comentario	pair	2%	2%	divergent	Divergente	Die innere Bewegung hängt in ihrem Erfolg zum Teil auch von den Umständen ab. Wenn die Umstände so sind, daß weder Widerstand vorhanden ist,…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	Movement within the mind depends for its success partly on circumstances. If there is neither a resistance that might be vigorously combated…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
52	L4_comentario	pair	2%	2%	divergent	Divergente	Ruhighalten des Rückens, wie es in den Worten zum Gesamtzeichen erwähnt ist, bedeutet, daß man das Ich ver gißt. Das ist die höchste Stufe d…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	As has been pointed out above in the comment on the Judgment, keeping the back at rest means forgetting the ego. This is the highest stage o…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
53	L4_comentario	pair	1%	1%	divergent	Divergente	Der Baum ist kein Platz, der für eine Wildgans geeignet ist. Aber wenn sie klug ist, findet sie einen flachen Ast, auf dem sie stehen kann. …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	A tree is not a suitable place for a wild goose. But if it is clever, it will find a flat branch on which it can get a footing. A man's life…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
54	L4_comentario	pair	2%	2%	divergent	Divergente	Das Mädchen ist sehr gut, will sich nicht wegwerfen und versäumt darüber die übliche Zeit der Ehe. Das schadet aber nichts. Sie wird für ihr…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	The girl is virtuous. She does not wish to throw herself away, and allows the customary time for marriage to slip by. However, there is no h…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
55	L4_comentario	pair	0%	0%	divergent	Divergente	Hier ist die Finsternis schon im Abnehmen, darum findet sich das einander Entsprechende zusammen. Auch hier muß die Ergänzung gefunden werde…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	Here the darkness is already decreasing, therefore interrelated elements come together. Here too the complement must be found—the necessary …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
56	L4_comentario	pair	0%	0%	divergent	Divergente	Hier ist ein Wanderer gezeichnet, der sich äußerlich zu bescheiden versteht, obwohl er innerlich stark und vorwärtsdringend ist. Darum finde…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	This describes a wanderer who knows how to limit his desires outwardly, though he is inwardly strong and aspiring. Therefore he finds at lea…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
57	L4_comentario	pair	3%	3%	divergent	Divergente	Wenn man angeborene Bescheidenheit infolge der verantwortungsvollen Stelle, die man bekleidet, und der Erfahrungen, die man gesammelt hat, m…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	When a responsible position and accumulated experience lead one to combine innate modesty with energetic action, great success is assured. T…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
58	L4_comentario	pair	1%	1%	divergent	Divergente	Oft befindet sich der Mensch mitteninne zwischen verschiedenen Arten der Freude. Solange man noch nicht entschieden ist, welche Art der Freu…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	Often a man finds himself weighing the choice between various kinds of pleasures, and so long as he has not decided which kind he will choos…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
59	L4_comentario	pair	1%	1%	divergent	Divergente	Wenn man an einer Aufgabe arbeitet, die ins große Ganze geht, muß man alle Privatfreundschaften beiseite lassen. Nur wenn man über den Parte…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 21 SECONDS VISIT HTTPS://MYMEMOR…	When we are working at a task that affects the general welfare, we must leave all private friendships out of account. Only by rising above p…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
60	L4_comentario	pair	1%	1%	divergent	Divergente	Jede Beschränkung hat ihren Wert. Aber wenn diese Beschränkung noch dauernde Anstrengung erfordert, dann ist sie mit zu viel Kraftaufwand ve…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 21 SECONDS VISIT HTTPS://MYMEMOR…	Every limitation has its value, but a limitation that requires persistent effort entails a cost of too much energy. When, however, the limit…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
61	L4_comentario	pair	0%	0%	divergent	Divergente	Um die Kraft der inneren Wahrheit zu steigern, muß man sich dem Höheren zuwenden, von dem man Erleuchtung empfangen kann wie der Mond von de…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 21 SECONDS VISIT HTTPS://MYMEMOR…	To intensify the power of inner truth, a man must always turn to his superior, from whom he can receive enlightenment as the moon receives l…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
62	L4_comentario	pair	2%	2%	divergent	Divergente	Die Härte des Charakters ist durch die Weichheit der Stellung gemildert, so daß man keinen Fehler macht. Man befindet sich in einer Lage, da…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 20 SECONDS VISIT HTTPS://MYMEMOR…	Hardness of character is tempered by yielding position, so that no mistakes are made. The situation here calls for extreme caution; one must…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
63	L4_comentario	pair	1%	1%	divergent	Divergente	In Zeiten der Kulturblüte kommen immer zuweilen Erschütterungen vor, die einen inneren Schaden der Gesellschaft aufdecken und dann zunächst …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 20 SECONDS VISIT HTTPS://MYMEMOR…	In a time of flowering culture, an occasional convulsion is bound to occur, uncovering a hidden evil within society and at first causing a g…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
64	L4_comentario	pair	3%	3%	divergent	Divergente	Drei Jahre lang gibt es Belohnungen mit großen Reichen. Nun ist die Zeit des Kampfes. Der Übergang muß vollzogen werden. Man muß sich in sei…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Now it is the time of struggle. The transition must be completed. We must make ourselves strong in resolution; this brings good fortune. All…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
1	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
2	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
3	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
4	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
5	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
6	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
7	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
8	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
9	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
10	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
11	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
12	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
13	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
14	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet;	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
15	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
16	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
17	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
18	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
19	L5_etiqueta	pair	0%	0%	divergent	Divergente	Sechs auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Six in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
20	L5_etiqueta	pair	0%	0%	divergent	Divergente	Neun auf fünftem Platz bedeutet:	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 24 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	Nine in the fifth place means:	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
